review_score,review_comment_message,product_category_name
5,"Chegou antes da data prevista, me deixou muito contente! Produto de ótima qualidade!",bebes
1,Fiz um pedido com 2kits para dois celulares. Paguei pelos dois e só recebi um.,telefonia
5,"Muito bom, e rápido a entrega
",automotivo
5,"Entrega antes do prazo, adorei meu produto,perfeito..",perfumaria
1,Fiz os pedidos de três produtos dois chegaram um uma mochila rosa não foi entregue e as Lojas lannister não consegue dar detalhes da onde esta o pedido inconformada.,papelaria
4,O produto chegou no praso,papelaria
5,"Desde o pedido até a entrega, surpreendeu pela qualidade do produto e pela rapidez na entrega.",esporte_lazer
4,Excelente entrega super rápida! ,relogios_presentes
5,"As bolsas são lindas, parecem ser muito resistentes, vou amar usar elas com meu bebê. :)
Recomendo a compra com certeza!",cool_stuff
5,"Produto conforme anunciado. Chegou dentro do prazo, muito bem embalado. Recomendo a loja parceira.",relogios_presentes
3,"Demorou um pouco, mas chegou.",moveis_cozinha_area_de_servico_jantar_e_jardim
3,O produto que recebi não é da cor que comprei. Já solicitei devolução. ,cama_mesa_banho
5,Excelente produto e entrega rápida! Satisfeita!,moveis_decoracao
4,"demoru um pouco mas chegou!
",cama_mesa_banho
3,"Em se tratando de avaliar a entrega não tenho o que reclamar, porém recebi o produto danificado.
Gostaria de saber como posso solicitar a troca do mesmo ou o crédito.
Fico no aguardo de um retorno.",telefonia
4,Só chegou uma parte do pedido ate agora..,fashion_bolsas_e_acessorios
5,"Funcionou muito bem em minha TV, entrega antes do prazo!",eletronicos
4,"Impressionada com a agilidade na entrega. Recomendo de verdade, sem contar no preço, pois estou de olho nesse produto à meses e agora que o preço baixou pude adquiri-lo para organizar meus esmaltes.",utilidades_domesticas
5,entregue dentro do prazo super recomendo,cama_mesa_banho
1,Comprei o produto não veio o modelo que eu queria ,relogios_presentes
3,Estou satisfeita com a compra.,utilidades_domesticas
5,Produto dentro do esperado,malas_acessorios
5,CHEGOU NO PRAZO E O MATERIAL DO PRODUTO É DE ÓTIMA QUALIDADE.,esporte_lazer
5,"Recebi o produto dentro do prazo,veio embalado e não tinha danificados. Porem, a loja targaryen não atualizava o status do pedido nem no App das lojas lannister e nem no site dos correios.",beleza_saude
5,"Já conhecia o produto e as lojas lannister on line, mas foi a primeira vez com a targaryen.
Não tenho nada do que reclamar, gostei e recomendo.
",perfumaria
5,"Produto de qualidade,recomendo...",telefonia
5,Pontualidade e ótimos produtos.,relogios_presentes
1,Como faço pra conferir aonde está meu produto?,relogios_presentes
5,Ótimo vendedor.,fashion_bolsas_e_acessorios
1,"O relógio veio com defeito, pulseira quebrada, estou tentando fazer a troca, até o momento sem sucesso",relogios_presentes
5,"O pedido chegou antes do prazo,meu filho amou a mochila.Obrigada",papelaria
1,"Ate hoje o pedido não chegou entramos em contato com vocês e não tem nenhuma posição, para passar.",informatica_acessorios
5,"produto chegou bem antes do prazo estimado, recomendo",consoles_games
5,Sempre compro e recomendo!,brinquedos
5,Serviço fantástico sem burocracia e entrega garantida,telefonia
2,"n sei oq esta acontecendo, se a culpa é dos correios ou n ja passou do prazo de entrega e nd ainda ja esta a 11 dias parado so em um lugar ate a data de hj 26/03/2018 n sei oq fazer",brinquedos
4,Sem comentários ,ferramentas_jardim
4,Gostei do produto e do pronto atendimento. Tudo ok. ,eletronicos
5,"Projetor de qualidade incrível, muito bom para jogos, filmes e eventos. A loja parceira enviou e entregou antes do prazo, a única coisa negativa foi que não enviaram o fusível extra conforme anuncio.",consoles_games
2,"Produto com boa qualidade, mas no encaixe dos botões de volume não encaixou os botões, tive que cortar os encaixes.",telefonia
5,"Eu acabei com o preconceito de comprar na internet, está compra será a primeira de muitas
",casa_conforto
3,O produto chegou antes da data marcada 👏👏,automotivo
1,Ainda não recebi meu pedido e nem sei porque eu estou muito insastifeito.,automotivo
2,"Pelas imagens achei q fosse tela com moldura. Até pq na discrição está escrito q a espessura e de 2 cm. 
Só q na verdade é um mdf de 3 mm fiquei um pouco fustratado mas tudo bem. ",artes
1,"Produto de boa qualidade, entrega dentro do prazo",cama_mesa_banho
5,"Material bom, não tenho do que reclamar. Super recomendo.",telefonia
5,"Ótimo produto, entregue antes do prazo 
Recomendo ",papelaria
5,"Muito bonito , de qualidade.",cama_mesa_banho
3,"Não serviu, ficou pequena, solicitei devolução.",beleza_saude
5,"produto muito bom como descrito no anuncio, chegou antes do prazo estimado.",beleza_saude
5,"O produto chegou antes do prazo previsto, excelente.",telefonia
5,Excelente produto. Otima apresentacao. Exatamente o que procurava.,cama_mesa_banho
5,Muito bom. Amei!!!,esporte_lazer
5,DESTA VEZ DOU O PARABÈNS O PEDIDO FOI ENTREGUE ANTES DA DATA,fashion_calcados
5,Produto recebido satisfação 100%,relogios_presentes
5,"O produto veio em ótimo estado e antes do prazo informado. Veio mais rápido do que imaginava.
Estão de parabéns.",perfumaria
5,ESTOU SATISIFEITO COM AS COMPRAS FEITAS PELO SITE,relogios_presentes
4,"Produto de qualidade, loja confiável e entrega super rápida. Recomendo.",perfumaria
5,muito bom o produtor,brinquedos
1,"como uma empresa que se preste a fornecer uma mercadoria de marca internacional, de alto valor agregado e não se dão ao mínimo do trabalho de verificar se o mesmo esta funcionando. respondam a pergunt",relogios_presentes
5,"Fiz a segunda compra no stark e estou completamente satisfeito, foram perfeitos.",esporte_lazer
5,Produto melhor do que pensei. Entrega rápida. Valeu.,telefonia
1,Não gostei. Quero trocar,informatica_acessorios
2,Oh meu produto veio faltando pessoa e não consigo resolver ,cool_stuff
5,"Entrega no prazo,mercadoria bem embalada e informações via e-mail sobre processo de compra e entrega.",esporte_lazer
5,"Produto conforme anunciado, entrega rápida, com certeza farei novas compras.",esporte_lazer
5,"Mais uma compra realizada e deu tudo certo, continuo a recomendar a loja com 100% de aceitação....Parabéns ""lannister"".",bebes
4,Bonito e fácil de usar,bebes
3,E bom mais não é original e não funciona todos os botões ,eletronicos
1,Oi boa noite - ainda falta 01 item da compra feita.,tablets_impressao_imagem
5,Produto de ótima qualidade e entrega rápida. Recomendo.,informatica_acessorios
5,Produto entregue rapidamente e conforme anunciado.,eletroportateis
3,Não Montei ele ainda mais pelo que conferi esta de acordo com o que foi prometido o problema foi o Rastreamento dele pois a targaryen demorou muito para locomover ele e depois teve dificuldade na entrega.,eletronicos
4,Muito bom chegou bem antes do esperando a choptime está de parabéns ,cama_mesa_banho
2,"A mochila não tem muita qualidade, ja chegou descosturado, o boneco que acompanha é do camelo!
Arrependi pela compra feita.",papelaria
5,"Por enquanto foi tudo perfeito, o produto chegou direitinho e espero que funcione, isto é que não apresente futuros problemas.",relogios_presentes
1,Os quatro tapetes vieram rasgados. Espero que troquem. ,automotivo
5,"Fiquei muito satisfeita com o produto , entrega no prazo .",esporte_lazer
5,Fui surpreendido pela eficácia. Ótimo atentimento.,automotivo
5,"Muito bom o produto. Didatico, meu filho adorou.
",brinquedos
3,"Não posso dizer nada a respeito da demora devido a greve, mas ainda acredito que chegará, pois ja comprei uma vez nessa loja e deu tudo certo.",telefonia
5,Ótimo vendedor .Recomendo a todos.,brinquedos
1,A imagem mostrava o produto original mas recebi o de qualidade inferior ,eletrodomesticos
5,"Este pedido eu recebi , mas tenho outro feito antes deste que ainda não chegou...",esporte_lazer
5,"Excelente protudo, ótima entrega",pet_shop
5,entrega dentro do contratado,relogios_presentes
5,"Recomendo a todos,ótimo produto de qualidade ",perfumaria
5,Tudo ok..,moveis_decoracao
1,"o produto veio faltando diversas peças para montar o produto que trata,se de uma gaveteiro. Aliás, não tinha nenhuma informação de que o produto viria desmontado. Quero fazer a devolução imediatamente",moveis_escritorio
5,Produto muito bonito e chegou antes do prazo,ferramentas_jardim
1,ChegoChegou antes do prazo,cama_mesa_banho
5,Foi aprovado ,relogios_presentes
5,"Produto barato e de ótima qualidade, enquanto muitos procuram um esterilizador caro, eu procurei um mais mais barato e confesso q fiquei com medo de ser mt frágil, mas pelo o contrário. Mt bom! ",bebes
1,"Comprei duas calças recebi apenas uma , mas consta no status que que recebi as duas ",fashion_roupa_masculina
4,"produto excelente, entrega antes do previsto ",ferramentas_jardim
5,Entregue muito antes do prazo! Excelente! Loja muito atenciosa com o cliente. Recomendo!,pcs
5,Voltaria afazer negócio com certeza,livros_tecnicos
1,"As compras que fiz no mesmo carrinho foram processaras de forma separada onerando o frete, uma das compras demorou demais para ser enviada e ainda não recebi o produto.",informatica_acessorios
2,"Entregaram a NF com as 06 unidades compradas,mas entregaram apenas 04!
Aguardando resposta da empresa a respeito do ocorrido.",utilidades_domesticas
1,Não recebi os buchinhos só veio a nota fiscal em um carta ,moveis_decoracao
5,obrigado continuem assim vlw 😉😉😉😉,cama_mesa_banho
1,"Loja de confiança, entrega dentro do prazo.",fashion_underwear_e_moda_praia
5,O produto funcionou muito bem para ligar o meu notebook a um monitor a partir do momento em que atualizei o driver no Windows.,informatica_acessorios
1,ainda não recebi ,construcao_ferramentas_construcao
4,"Comprei o cartucho canon PG 210 e me entregaram o 210XL, mandei a solicitação de troca por e-mail e até agora não obtive retorno nenhum.",informatica_acessorios
1,"Não consigo contato com o 0800, enviei mensagem comunicando mas não me responderam. 

Produto com defeito",utilidades_domesticas
1,Acho que vcs tinha que manda o que ta no anunçio .,telefonia_fixa
1,"Faltou peças do equipamento, estou aguardando retorno no portal, sempre comprei com o stark e nunca tive problemas, na primeira vez que me direcionam para outra loja acontece isso.",informatica_acessorios
5,"O papel é lindo, chegou bem antes do prazo. Dá um trabalhinho pra por, mas ficou lindo demais! ",moveis_decoracao
5,"Apesar do frete caríssimo, foi tudo bem!",informatica_acessorios
4,"A loja atendeu bem, mas o produto comprado não é lá essas coisas!",cama_mesa_banho
1,"Recebi o produto incompleto, onde a descrição diz kit com dois pendentes, e recebi somente um, e ainda não tiver retorno da empresa.",moveis_decoracao
5,Gostei muitoa película protege e não prejudica nada na sensibilidade do touch,telefonia
5,Gostei chegou dentro do prazo,construcao_ferramentas_ferramentas
5,recomendo a loj baratheon ,moveis_decoracao
3,Só que eu pedi um cartucho HP original e o que veio não tem slogan da hp,informatica_acessorios
1,Não gostei por q o produto veio sem o veu da frente,moveis_decoracao
1,"Minha opinião, como consumidora esperando o produto, para uso de trabalho, a resposta foi nenhuma dos correios quando entrei com o protocolo dos senhores não havia entreg, depois área de risco simples",informatica_acessorios
5,Recebi o produto como anunciado pelas fotos e antes do prazo da entrega. Recomendo.,papelaria
1,"capa protetora de celular igual a descrição, porém, o tamanho da capa e da pelicula de vidro veio maior doque o modelo descrito. super chateada por não receber o que era esperado.",telefonia
5," Excelente suporte, com regulagem de inclinação bastante satisfatória. Recomendo este produto!!",market_place
5,"Bom produto, igual a descrição",esporte_lazer
5,cartucho original lacrado,informatica_acessorios
5,Produto entregue dois dias após a compra. Empresa parceira extremamente eficiente!,relogios_presentes
2,"A compra foi feita de 2 ítens, porém só recebi 1 e na nota constam 2.
Aguardo retorno com devidas providências.
",moveis_decoracao
5,Produto de qualidade!,brinquedos
5,O produto chegou antes do prazo estabelecido . ,brinquedos
5,"Loja boa recomendo,pedido chegou antes do prazo.",cama_mesa_banho
5,loja cumpri o prazo ,telefonia
4,"Muito bom! Recomendo! 
Estão de parabéns entrega no prazo!",fashion_bolsas_e_acessorios
5,ótimo foi ara dar de Presente a minha Cunhada amou super Feliz,relogios_presentes
2,"Chegou no prazo, até bem antes do prazo. Porém o material da pasta não era o que esperava. ",informatica_acessorios
4,estou começando agora a fazer uso deste produto portanto em breve poderei a valiar melhor este produto OK.,esporte_lazer
5,otimo!,alimentos_bebidas
5,"Produto veio bem embalado, antes do prazo, com uma carta de dicas.",cama_mesa_banho
5,Minha primeira compra veio certinho. ,esporte_lazer
5,Tábua excelente! Adorei o produto e indico a todos! ,utilidades_domesticas
4,Bon atendimento. Bom produto,beleza_saude
5,produto excelente. ,cama_mesa_banho
5,100% algodão de qualidade,moveis_decoracao
5,Material entregue corretamente e no prazo. ,moveis_decoracao
1,"Eu estou puto dá vida, pois comprei uma creatina universal na promoção 200g+200g grátis no valor de R$69,90. Daí eu aumentei a compra para 2 itens, ou seja, chegaria 4 unidades. Daí chegou só 2.",esporte_lazer
4,produto correto,perfumaria
3,"Pedi uma capa de sofá e um jogo de toalhas, só a capa chegou, não recebi nenhum informação sobre as toalhas.
",cama_mesa_banho
5,"Parabéns . Chegou antes do prazo ,mercadoria ótima surpreendeu minhas expectativas. Ótima pro dia a dia. ",eletrodomesticos
3,"Bom produto.

",esporte_lazer
5,excelente...veio antes do previsto..e conforme anuncio,papelaria
5,"Produto de excelente qualidade, entregue muito antes do previsto. Super recomendo! ",bebes
5,Muito bom o produto. ,ferramentas_jardim
4,"Gostei do produto e dentro do prazo, só não gostei que o saco de pancadas veio vazio e não estava explicado este detalhe no site.",esporte_lazer
5,"Chegou antes do prazo, e em perfeito estado!!",telefonia
5,"Minha filha adorou a mochila, super recomendo.",papelaria
5,"Produto de qualidade, acabamento perfeito. Chegou bem antes do prazo.",alimentos
5,O produto superou minhas expectativas e o prazo de entrega adiantou cerca de 10 dias! ;-),relogios_presentes
4,produto de boa qualidade e entregue antes da data ,pet_shop
1,"Boa noite
Recebi duas das três luminárias que adquiri.
Favor responder urgente aonde está a terceira. Recebi dois pacotes dos Correios.
Grata",moveis_decoracao
5,"Chegou muito antes do previsto, comprar pelo site é rápido, confiável e prático.",utilidades_domesticas
5,"Produto muito bom, recomendo",ferramentas_jardim
5,Produto de qualidade e entregue dentro do prazo,utilidades_domesticas
5,Produto lindo e de ótima qualidade ,ferramentas_jardim
1,"Comprei 02 unidades, porém recebi apenas uma.",papelaria
5,Recebi o produto em ótimas condições.,automotivo
5,"Recebi antes do prazo, gostei muito!",telefonia
5,Tudo ok funcionando....super recomendável. ,eletronicos
5,"O prazo solicitado é um pouco maior que o padrão, mas chegou certinho dentro desse prazo. O preço ótimo, produtos originais excelentes. 
Compensou, recomendo e vou comprar novamente . ",informatica_acessorios
1,Nao recebi o produto ainda. Preciso com urgência. Estou aguardando.,pet_shop
1,"nao responem email, ate hoje nao recebi o produto e nao dao satisfacao quero meu dinheiro de volta",beleza_saude
1,Produto nao chegou,brinquedos
5,Muito bom o atendimento a entrega foi rápida e o produto foi entregue.,pet_shop
5,Optimo atendimento recomendo o produto já instale e está funcionando muito bem produto cumple com as espectativas ,informatica_acessorios
5,"eu recomendo otimo trabalho e produto
bom .






",cama_mesa_banho
5,Entrega no prazo e ótimo produto.,eletronicos
3,"ENTREGOU FORA DO PRAZO, E O PRODUTO VEIO AMASSADO",papelaria
2,"Faltou tamanho na descrição, acho q veio faltando peças, pois é muito baixa",moveis_decoracao
5,"Produto chegou no prazo, ótima qualidade !",perfumaria
5,"Super recomendo,produto entregue bem antes do prazo e em perfeito estado",moveis_decoracao
5,"A equipe esta de parabéns ,preços bom, entrega rápida produto de qualidade .
Recomendo e aprovo.",moveis_escritorio
5,Muito bom o produto!,cama_mesa_banho
1,"Comprei 4 rodas e só chegou 1 cadê as outras 3?
",automotivo
5,"Ótima loja, a entrega é rápida recomendo",eletronicos
1,Aguardo retorno sobre o produto faltante!,ferramentas_jardim
5,Otimo serviços o produto foi entregue bem antes do prazo ,brinquedos
5,Produto conforme o anunciado.,cama_mesa_banho
5,Muito bom o apoio,automotivo
2,Recebi o whey de morango com a embalagem toda amassada . Como devo proceder ?,esporte_lazer
5,O produto chegou bem embalado e antes do prazo!! Recomendo!!!,bebes
1,"Se eu soubesse que iria demorar tanto para chegar o produto chmais tinha comprado nesta loja. O produto chegou hoje, e veio quebrado! É lamentável! ",relogios_presentes
1,Dava impressão do frasco ser maior ou seja o que é tradicionalmente comercializado é de 350 ml.,casa_conforto
1,"as araras são boas, mas não recebi os cabides do mesmo pedido.",utilidades_domesticas
5,Mochila de.ótima qualidade..infelizmente aquele antigo problema...pago o frete e mesmo assim tenho que buscar minhas encomendas no correios...gerando mais custos..,papelaria
5,boa compra,esporte_lazer
1,"Loja horrível, não entregou o meu produto até hoje. ",brinquedos
5,"Ótimo produto, recomendo Material bom acabamento perfeito.",moveis_quarto
1,"O produto foi entregue no prazo, porém no segundo dia parou de funcionar, tive que optar pela devolução.",telefonia
4,"produto chego antes do prazo de entrega, mas notei que a caixa estava bem danificada, não vou poder reotilizar a caixa para guarda o produto isso é uma pena porque a embalagem é bem bonita",consoles_games
5,Ótimo produto! Estou satisfeito e recomendo a quem interessar.,relogios_presentes
4,"A foto sugere que o brinquedo é maior, com mais peças mas na verdade vem somente uma",cool_stuff
4,Atendeu as minhas expectativas e chegou muito rápido! Bem antes do prazo.,brinquedos
5,muito bem,ferramentas_jardim
1,Não recebi o produto ainda. Muito atraso ! Nunca passei por isto em nenhuma loja. Muito insatisfeito com o serviço.,esporte_lazer
5,Compro e recomendo!,automotivo
2,chegou no ultimio dia de prazo,telefonia
4,Cortina igual a pra foto. Bonita e entrega bem rápida. Recomendo o produto e a loja.,bebes
5,Produto de ótima qualidade e entrega perfeita.,utilidades_domesticas
5,EQUIPE ESTÁ DE PARABÉNS!!!,perfumaria
5,Muy bueno,ferramentas_jardim
5,"Excelente atendimento, recomendo.",perfumaria
1,Comprei 2 produtos e $ó recebi (01) um. ,informatica_acessorios
5,Estou muito satisfeito com o serviço prestado. ,beleza_saude
1,Não recebi o produto até a presente data e o prazo já se esgotou.,brinquedos
4,"Embora eu tenha comprado o produto errado, ele foi entregue antes do prazo e em perfeito estado",eletronicos
3,gostei do produto sim ótimo parece cabelo natural ,beleza_saude
3,"Adorei minha frigideira, grande e resistente do jeito que eu queria,recomendo. A data prevista era p 26/05 e chegou 16/05 muito bom.",utilidades_domesticas
5,"Ótimo produto. Realizei a compra com receio, porém o resultado foi ótimo. Valeu a pena. ",eletronicos
5,excelente recebi em 2 dias ,brinquedos
5,Chegou antes do prazo previsto,construcao_ferramentas_ferramentas
4,"Atendeu super bem todas as expectativas, são bem afiadas e veio em um estojo preto bem organizado e bonito",beleza_saude
1,Até o momento nada do produto chegar. Esperarei mais uns dias antes de procurar meus direitos perante a justiça.,beleza_saude
5,"Produtos muito bom e bonito, recomendo!!! ",relogios_presentes
3,Paguei o frete até a minha casa e tive que retirar nos correios,cama_mesa_banho
4,produto muito bom...conforme o esperado,moveis_escritorio
1,"Produto entregue no prazo, muito extenso ppr sinal. A capa nao ficou totalmente ajustada ao aparelho. Furos do cabo de dados, microfone e audio nao estão alinhados.",telefonia
3,"Perfume original, muito bom. Porém houve muita demora na entrega, 15 dias de atraso.",perfumaria
2,"Não recebi os 02 travesseiros que comprei, paguei por 02, porém só recebi 01 unidade do produto.

Quero o segundo travesseiro ou o meu dinheiro de volta.",bebes
5,Logistica perfeita.,perfumaria
1,"Comprei o produto dia 30/01 e até hoje não recebi. Simplesmente não me deram nenhum tipo de aviso sobre a encomenda, apenas não entregaram. 
Quero meu dinheiro de volta!!!!
Não comprem dessa loja!",bebes
5,Muito bom a entrega foi muito antes do dia marcado.,bebes
5,Recomendo lugar seguro para compras,beleza_saude
5,"Previsto para chegar 27/11, mas já está em minhas mãos. Apesar de achar que eles jogam o prazo ""lá pra cima"", foi tudo realmente rápido pois entre o pedido e a entrega foram exatamente 3 dias!",esporte_lazer
5,"Ótima loja, entrega no prazo. ",informatica_acessorios
1,Produto enviado é falaificado,informatica_acessorios
1,"Comprei um produto dia 06-09-2017 e até hoje não recebi, o número do pedido: 02-6502 47333",automotivo
3,Boa noite fui pedalar hj usando uma das lanternas e ao chegar em casa percebi que a lente que protege a lâmpada saiu usei apenas duas vezes vcs podem resolver isso nunca tive problemas com o site,esporte_lazer
4,produto veio conforme descrito lacrado,brinquedos
1,"O Produto esta com a ntrega atrasada,mesmo ,mesmo com o prazo de 1 mes para entrega. 
Enviei e-mail e tambem não obtive retorno.
Comprei o produto em outra loja, devido a necessidade de utilização.",informatica_acessorios
5,Meu sait preferido ,eletrodomesticos
5,"Caixa maravilhosa, super fácil de montar, chegou antes do prazo.",pet_shop
1,Fiz dois pedidos uma mangueira pra entrada de água e outra de saída porém vieram as duas de saida preciso resolver.,eletrodomesticos
3,Agora é testar o produto e verificar se está em perfeito funcionamento.,informatica_acessorios
5,ainda nao usei o produto vou ver quando lavar e usar se o produto eh de qualidade,cama_mesa_banho
4,entrega dentro do prazo,beleza_saude
1,Comprei três cobre leito e até o momento recebi apenas um .,cama_mesa_banho
5,"Produto bom,de qualidade,chegou no prazo, em perfeita ordem indico a todos",moveis_escritorio
5,Sempre compro pois é muito confiável produtos no prazo,cool_stuff
1,"Eu comprei três unidades de um produto e a empresa, apesar de ter expedido nota dos três, enviou somente uma unidade",cama_mesa_banho
3,A mercadoria deveria vir melhor embalada,moveis_cozinha_area_de_servico_jantar_e_jardim
5,"Embora vindo em pacotes separados, levando a crer que no primeiro momento houve extravio de parte da entrega, está se deu de maneira extremamente rápida.",cama_mesa_banho
1,"O produto não foi entregue, só as notas fiscais. Estou esperando uma resposta.",beleza_saude
5,"superou a expectativa, tanto no produto como a entrega bem antes do prazo",ferramentas_jardim
5,Indico entrega rápida. ,cool_stuff
1,Recebi apenas um item desse pedido. Recebimento incompleto. ,cama_mesa_banho
5,muuto rapido a entrega ,moveis_decoracao
1,"COMOREI 4 VIDROS DE VITAMINA D3 PAGUEI UM FRETE CARO E SÓ RECEBI 3 VIDROS. QUERO RECEBER O QUARTO QUE TUDO CUSTOU R$ 260,00",beleza_saude
5,"Recebi muito rápido, produto perfeito!!",cama_mesa_banho
1,"Pedi 3 luminárias e recebi até o momento somente 2. Já reclamei para o entregador, porém não recebi ainda a luminária que está faltando. ",moveis_decoracao
5,Muito bonito! Qualidade excelente pelo preço... recomendo! ,moveis_decoracao
3,"Sugiro treinar melhor os atendentes via telefone pois embora a compra e a entrega tenham sido boas, quem me atendeu para esclarecimentos via telefone quase pos tudo a perder",papelaria
5,"Recebi o produto comprado, por um preço justo. ",informatica_acessorios
5,Produto conforme descrito.,informatica_acessorios
5,Sucesso na compra. Amei o produto ,esporte_lazer
5,"há muito tempo efetuo compras atraves desta loja, nunca tive problemas. sempre entrega antes da data.",ferramentas_jardim
1,"acho uma safadeza o jeito que vcs trabalham.
comprei a mercadoria e ate agora não recebi
",moveis_decoracao
3,Boa empresa para comprar,utilidades_domesticas
5,"Tô completamente apaixonada, loja super responsável e confiável!",perfumaria
5,"Comprei um relógio Casio.
Chegou em perfeito estado, no prazo. Produto original na caixa com certificado.
Obrigado stark, fiquei muito satisfeito.",relogios_presentes
1,"Realizei dois pedidos na mesma compra.
No site já consta como entregue mas ainda não foi recebi um dos produtos.",informatica_acessorios
5,"Compra, atendimento perfeito r entrega no prazo. Nota 10.",informatica_acessorios
4,Entrega rápida antes do prazo previsto e produto correto e parece de boa qualidade. É o que procuramos hoje. Com essa falta de tempo para cuidar das coisas da casa. E pretendo comprar mais uma colchas,moveis_decoracao
5,"Embora vocês poste no dia seguinte da compra e chegue no prazo os correios sempre deixando a desejar,desanima até comprar",relogios_presentes
1,Comprei 2 unidades porém na embalagem veio apenas um. Aguardo retorno.,esporte_lazer
5,Recomendo todas as lojas parceiras da americana porém só compro nesta loja online porém nunca tive nenhum desconto nenhum cupom .,malas_acessorios
1,Nao recebi meu produto até agora,bebes
1,Não gostei do produto compro foto nada haver com a mercadoria..Não recomendo...,moveis_decoracao
4,"Compressor para secar veículos, nesse propósito ele foi exemplar. A carcaça é de um plástico que não aparenta ser resistente, mas só o tempo dirá. O fluxo de vento é ótimo.",ferramentas_jardim
5,"Ótimo produto ,eu recomendo",relogios_presentes
5,Tudo dentro do esperado. ,climatizacao
1,"Primeiro o produto estava com retirada nos correios de outra cidade. O produto retornou, o reenvio foi solicitado. E agora está constando cancelado no site. Estou aguardando o reenvio da meu pedido.",moveis_decoracao
5,Aprovado,esporte_lazer
4,Estou aguardando espero que chegue logo,cool_stuff
5,Compromisso com o cliente e qualidade no produto resumem essa compra. ,informatica_acessorios
1,Produto não original. ,relogios_presentes
1,"O cartucho ""original HP"" 60XL não é reconhecido pela impressora, consequentemente não funcionou. Além de ter chegado com atraso de mais de 15 dias do previsto. Preciso que seja trocado. ",informatica_acessorios
4,"Ter mais cuiado na hora de embala e com o transporte
A película chegou quebrada
NÃO GOSTEI 
Tudo bem tiver que comprar outra,
O kit era um presente
Para mim devolver não compensava.
",telefonia
5,adorei os produtos. me surpreendeu a entrega rápida e veio muito bem embalado. acabamento ótimo. fiquei muito satisfeita!,moveis_decoracao
1,Produto veio errado e com um pedacinho do pano rasgado,automotivo
5,"CHEGOU ANTES DO PRAZO. Isso já conquista o cliente e o produto veio direitinho, embalado e a qualidade muito boa! ",cool_stuff
5,Adoreiiiiiiiiiiiiiiiii. Tudo perfeito.,informatica_acessorios
4,Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!,utilidades_domesticas
1,........,perfumaria
5,Produto muito bom chegou em perfeitas condições,informatica_acessorios
4,"Amei a valvula e a entrega foi super rápida, veio com uma pequena marca na borda, mais mesmo assim vale muito apena! Ficou linda!",construcao_ferramentas_construcao
1,"Produto chegou quebrado, em uma avaliação inicial nos pareceu ser uma embalagem que não garante a integridade de um produto feito em vidro.",moveis_decoracao
5,O pruduto chegou no prazo certo adorei. Recomendo,cama_mesa_banho
5,"Excelente produto, acdorei! Compraria novamente!",moveis_decoracao
1,Ainda não consegui receber o produto em minha casa.,moveis_escritorio
5,Chegou bem rápido produto de qualidade em relação ao preço,informatica_acessorios
1,Pq não entregou,beleza_saude
1,quero saber quando o meu produto vai chegar ate agora não me entregarão e ja passou da data de novo ,esporte_lazer
5,Tudo perfeito!,utilidades_domesticas
3,"Caso precise levar algo mais pesado, como latas ou vasilhas mais cheias é ruim. O cooler tem a alça costurada na aba do velcro, se o alimento/bebida foi mais pesado (500g) a alça puxa a aba e abre.",esporte_lazer
5,"Tudo que eu esperava, lindas e grandes tecido muito bom.",cool_stuff
5,"eu comprei 3 produtos, ate agora chegou 1, foi antes do esperado, em otimo estado, recomendaria com certeza.",livros_interesse_geral
3,A parte da capa onde fica os botões de volume e liga/desliga acionam mais de um botão ao mesmo tempo.,telefonia
3,Não posso opinar pois.o produto veio quebrado,utilidades_domesticas
5,"Entrega antes do previsto..
Produto bom e conforme o descrito.
🤙🏼👏🏼👏🏼",relogios_presentes
3,MUITO GRATA..NADA A DECLARAR..,cama_mesa_banho
5,"Chegou antes do prazo, super recomendo. ",malas_acessorios
5,top ,automotivo
3,"Nas orientações sobre utilização do produto não há qualquer informação sobre abastecimento do gás butano. Como é feito, onde comprar o refil, etc ...
Descobri perguntando aos amigos fumantes...",utilidades_domesticas
1,Não recomendo uns loja online que descumpre prazos e não fornece um atendimento ao consumidor satisfatório,esporte_lazer
4,"Entrega muita rápida, vale a pena comprar.",cama_mesa_banho
1,"Muito ruim a qualidade, as bordas do desenho veio com aspecto de queimado, não consigo tirar a pelicula da frente do espelho pra ver se afetou o mesmo... sem adesivo pra fixar. ",moveis_decoracao
4,A imagem que veio no case era diferente da pedida. Como minha filha abriu e gostou não troquei...mas não veio de acordo com o pedido.,moveis_decoracao
1,"Comprei 02 computadores, e um deles veio com defeito.
Mesmo abrindo 02 reclamações, nem a baratheon e nem a targaryen sequer responderam as minhas reclamações",pcs
5,Produto muito bom. Recomendo ,utilidades_domesticas
5,Comprei uma bicicleta e foi entregue dentro do prazo conforme combinado.,esporte_lazer
5,Produto tem um bom custo beneficio.,cama_mesa_banho
3,Entregue,cama_mesa_banho
5,"Muito bom!
Me deram um pra de entrega de 17 a 19 dias úteis com prazo máximo de entrega até 13/07.
Com tudo recebi o produto em muito menos tempo.
Parabéns 
Recomendo 
",pet_shop
1,Um grande desrespeito. Quero meu dinheiro de volta. Comprei no site da lannister pela credibilidade e não no site dessa targaryen. Por isso espero que meu problema seja solucionado pela lannister.,brinquedos
